event_id,student_id,class_id,session_id,timestamp,day_of_week,hour_of_day,minutes_from_class_start,time_since_last_attendance_minutes,device_id_hash,ip_hash,network_type,device_changed_from_last_event,ip_changed_from_last_event,geo_lat,geo_lon,distance_from_last_event_km,travel_speed_kmh,face_match_distance,liveness_score,face_match_pass,retry_count_before_success,failed_attempts_last_7d,attendance_rate_30d,suspicious_events_last_30d,is_fraud
EVT002883,STU2883,CS501,S003,2026-02-21T09:59:00,Saturday,9,7,5309,DEV_272,IP_441,ethernet,0,0,18.424431,78.861239,1.34,2.75,0.304,0.796,1,0,2,0.828,1,0
EVT002884,STU2884,CS501,S004,2026-02-27T05:59:00,Friday,5,-6,3861,DEV_156,IP_287,ethernet,0,0,18.039383,78.747147,0.09,5.09,0.394,0.809,1,0,0,0.948,0,0
EVT002885,STU2885,CS501,S005,2026-02-19T02:28:00,Thursday,2,9,5295,DEV_244,IP_374,mobile,0,0,17.273731,78.70066,1.23,9.89,0.341,0.797,1,0,2,0.874,1,0
EVT002886,STU2886,CS501,S006,2026-03-11T23:45:00,Wednesday,23,10,3752,DEV_864,IP_233,ethernet,0,0,17.972504,79.04184,0.79,8.4,0.237,0.782,1,0,2,0.987,1,0
EVT002887,STU2887,CS501,S007,2026-02-25T06:04:00,Wednesday,6,-7,1121,DEV_707,IP_017,mobile,0,0,17.097194,78.400925,1.83,5.14,0.376,0.976,1,0,2,0.996,1,0
EVT002888,STU2888,CS501,S008,2026-02-02T16:21:00,Monday,16,7,2730,DEV_103,IP_063,mobile,0,0,17.749203,79.377075,0.75,2.71,0.229,0.947,1,0,1,0.971,1,0
EVT002889,STU2889,CS501,S009,2026-02-28T22:02:00,Saturday,22,7,2066,DEV_011,IP_152,mobile,0,0,17.016663,78.690322,0.86,10.44,0.251,0.922,1,1,0,0.863,0,0
EVT002890,STU2890,CS501,S010,2026-02-17T21:50:00,Tuesday,21,8,4336,DEV_111,IP_259,mobile,0,0,17.36048,78.831134,1.22,9.17,0.326,0.926,1,0,2,0.945,1,0
EVT002891,STU2891,CS501,S011,2026-03-02T21:58:00,Monday,21,-7,1858,DEV_627,IP_633,ethernet,0,0,17.121317,78.521971,1.75,1.86,0.39,0.788,1,1,0,0.83,1,0
EVT002892,STU2892,CS501,S012,2026-02-25T11:37:00,Wednesday,11,4,5556,DEV_186,IP_131,wifi,0,0,17.455561,79.458868,1.32,10.38,0.368,0.834,1,1,1,0.881,0,0
EVT002893,STU2893,CS501,S013,2026-03-18T05:32:00,Wednesday,5,1,1587,DEV_565,IP_082,mobile,0,0,17.650928,78.490722,1.14,4.48,0.18,0.874,1,0,0,0.989,0,0
EVT002894,STU2894,CS501,S014,2026-03-14T21:19:00,Saturday,21,-5,358,DEV_828,IP_144,ethernet,1,1,18.277392,78.436904,65.47,286.91,0.476,0.578,1,2,8,0.811,3,1
EVT002895,STU2895,CS501,S015,2026-03-05T10:58:00,Thursday,10,-4,1423,DEV_559,IP_452,ethernet,0,0,17.874509,79.136566,0.05,4.51,0.351,0.828,1,0,0,0.87,0,0
EVT002896,STU2896,CS501,S016,2026-03-13T19:48:00,Friday,19,-3,5039,DEV_329,IP_393,wifi,0,0,17.83945,78.284675,0.01,7.7,0.293,0.792,1,0,0,0.91,0,0
EVT002897,STU2897,CS501,S017,2026-02-06T05:41:00,Friday,5,-3,4245,DEV_562,IP_279,mobile,1,0,18.441996,78.891354,1.09,8.93,0.287,0.868,1,1,2,0.988,0,0
EVT002898,STU2898,CS501,S018,2026-02-12T09:07:00,Thursday,9,6,3793,DEV_523,IP_469,mobile,0,0,17.794233,78.0554,1.24,2.24,0.28,0.957,1,0,2,0.992,1,0
EVT002899,STU2899,CS501,S019,2026-02-19T12:56:00,Thursday,12,0,1124,DEV_370,IP_011,wifi,0,0,17.207793,79.334346,0.09,4.46,0.399,0.903,1,1,1,0.933,0,0
EVT002900,STU2900,CS501,S020,2026-03-08T21:01:00,Sunday,21,0,3640,DEV_855,IP_524,mobile,1,0,17.96588,79.04435,0.75,4.51,0.361,0.958,1,1,0,0.997,0,0
EVT002901,STU2901,CS501,S021,2026-02-20T20:42:00,Friday,20,10,5606,DEV_156,IP_581,ethernet,0,0,17.062501,78.286042,1.15,11.61,0.3,0.975,1,1,1,0.868,1,0
EVT002902,STU2902,CS501,S022,2026-03-12T22:49:00,Thursday,22,11,4075,DEV_192,IP_258,ethernet,0,1,17.978473,78.252505,0.25,1.66,0.261,0.944,1,1,0,0.984,1,0
EVT002903,STU2903,CS501,S023,2026-02-05T23:00:00,Thursday,23,-2,134,DEV_008,IP_627,ethernet,1,1,17.36505,79.495051,96.93,198.63,0.63,0.646,0,5,3,0.763,5,1
EVT002904,STU2904,CS501,S024,2026-02-18T05:07:00,Wednesday,5,0,4920,DEV_823,IP_374,mobile,0,0,17.479835,79.446614,0.03,3.7,0.212,0.821,1,0,2,0.9,0,0
EVT002905,STU2905,CS501,S025,2026-03-14T16:03:00,Saturday,16,6,5253,DEV_336,IP_481,mobile,1,0,18.297738,78.079705,0.67,6.65,0.168,0.93,1,1,2,0.956,0,0
EVT002906,STU2906,CS501,S026,2026-02-05T14:04:00,Thursday,14,1,2709,DEV_635,IP_110,mobile,0,0,18.31987,79.469807,1.49,11.66,0.269,0.802,1,0,1,0.902,1,0
EVT002907,STU2907,CS501,S027,2026-03-13T00:43:00,Friday,0,4,1835,DEV_889,IP_417,mobile,0,0,17.622539,78.212253,0.81,10.66,0.318,0.852,1,0,1,0.837,0,0
EVT002908,STU2908,CS501,S028,2026-02-19T09:02:00,Thursday,9,10,5432,DEV_436,IP_444,mobile,0,0,17.906736,79.334176,0.63,3.99,0.347,0.913,1,1,0,0.91,1,0
EVT002909,STU2909,CS501,S029,2026-03-01T12:19:00,Sunday,12,-2,2772,DEV_276,IP_523,mobile,0,0,17.920855,78.161576,1.6,2.8,0.353,0.801,1,1,0,0.853,1,0
EVT002910,STU2910,CS501,S030,2026-03-02T20:55:00,Monday,20,2,4053,DEV_085,IP_646,wifi,0,0,17.115849,79.467676,0.47,2.62,0.24,0.977,1,1,0,0.856,1,0
EVT002911,STU2911,CS501,S031,2026-02-17T02:23:00,Tuesday,2,-4,4539,DEV_233,IP_636,ethernet,0,0,17.165365,79.145482,1.01,5.7,0.231,0.876,1,0,1,0.851,0,0
EVT002912,STU2912,CS501,S032,2026-02-04T20:10:00,Wednesday,20,6,5467,DEV_650,IP_322,ethernet,0,0,18.022218,78.743368,1.04,4.09,0.387,0.988,1,1,2,0.855,0,0
EVT002913,STU2913,CS501,S033,2026-02-02T01:30:00,Monday,1,2,4561,DEV_497,IP_604,ethernet,0,0,18.215019,78.083355,0.39,5.72,0.298,0.868,1,1,1,0.893,1,0
EVT002914,STU2914,CS501,S034,2026-02-07T01:12:00,Saturday,1,0,3268,DEV_297,IP_107,mobile,0,0,18.382833,78.770808,0.17,0.45,0.236,0.85,1,0,2,0.982,0,0
EVT002915,STU2915,CS501,S035,2026-02-21T00:50:00,Saturday,0,10,2957,DEV_312,IP_314,mobile,1,0,17.318517,78.368168,1.69,1.05,0.268,0.967,1,1,1,0.929,0,0
EVT002916,STU2916,CS501,S036,2026-03-04T17:40:00,Wednesday,17,-2,1064,DEV_234,IP_193,mobile,1,0,17.638189,79.457629,1.23,3.31,0.386,0.803,1,1,0,0.883,1,0
EVT002917,STU2917,CS501,S037,2026-02-13T16:03:00,Friday,16,0,207,DEV_926,IP_354,wifi,1,1,17.467443,78.53765,74.9,55.22,0.452,0.25,0,3,9,0.707,6,1
EVT002918,STU2918,CS501,S038,2026-02-14T02:35:00,Saturday,2,4,3577,DEV_744,IP_080,ethernet,0,0,17.074421,78.385862,0.97,2.55,0.292,0.981,1,1,0,0.927,1,0
EVT002919,STU2919,CS501,S039,2026-03-14T02:21:00,Saturday,2,-5,4034,DEV_018,IP_320,ethernet,0,0,18.405555,78.41321,0.28,5.62,0.201,0.821,1,0,2,0.929,1,0
EVT002920,STU2920,CS501,S040,2026-02-16T20:47:00,Monday,20,-4,679,DEV_237,IP_217,wifi,1,1,17.042789,78.739471,42.55,512.15,0.5,0.475,0,1,10,0.483,9,1
EVT002921,STU2921,CS501,S001,2026-03-10T21:10:00,Tuesday,21,-3,4643,DEV_912,IP_046,mobile,0,0,17.877707,78.390549,0.99,9.99,0.307,0.848,1,1,0,0.846,1,0
EVT002922,STU2922,CS501,S002,2026-02-12T00:23:00,Thursday,0,3,2053,DEV_910,IP_195,mobile,0,0,18.265203,78.144825,1.31,4.39,0.302,0.791,1,1,0,0.993,1,0
EVT002923,STU2923,CS501,S003,2026-03-04T04:30:00,Wednesday,4,12,5712,DEV_718,IP_322,wifi,0,0,17.387548,79.048827,0.12,4.56,0.175,0.785,1,1,0,0.904,0,0
EVT002924,STU2924,CS501,S004,2026-02-06T14:00:00,Friday,14,5,3283,DEV_715,IP_370,mobile,1,1,18.327829,78.260001,1.23,1.07,0.208,0.857,1,1,2,0.829,0,0
EVT002925,STU2925,CS501,S005,2026-02-03T05:28:00,Tuesday,5,3,553,DEV_551,IP_662,ethernet,0,1,17.478789,78.859688,32.18,169.02,0.554,0.362,0,4,11,0.815,5,1
EVT002926,STU2926,CS501,S006,2026-02-18T02:10:00,Wednesday,2,10,5530,DEV_408,IP_376,mobile,0,0,17.153201,78.77237,1.28,3.34,0.277,0.817,1,1,2,0.9,1,0
EVT002927,STU2927,CS501,S007,2026-03-08T17:38:00,Sunday,17,12,3628,DEV_081,IP_172,wifi,0,0,17.941112,78.368083,0.38,5.89,0.262,0.942,1,0,0,0.834,0,0
EVT002928,STU2928,CS501,S008,2026-03-02T16:25:00,Monday,16,9,4938,DEV_773,IP_465,mobile,0,0,17.845847,78.789566,1.55,9.42,0.203,0.843,1,0,1,0.872,1,0
EVT002929,STU2929,CS501,S009,2026-03-01T23:42:00,Sunday,23,6,5162,DEV_178,IP_066,mobile,0,0,17.094757,78.29354,0.25,1.81,0.368,0.825,1,0,1,0.944,1,0
EVT002930,STU2930,CS501,S010,2026-03-18T04:52:00,Wednesday,4,5,4340,DEV_367,IP_488,mobile,0,1,17.622828,78.158098,1.57,11.43,0.334,0.914,1,0,2,0.866,0,0
EVT002931,STU2931,CS501,S011,2026-02-26T04:52:00,Thursday,4,-1,40,DEV_881,IP_428,ethernet,0,0,17.768037,78.204597,29.43,628.05,0.736,0.294,0,3,7,0.493,3,1
EVT002932,STU2932,CS501,S012,2026-02-08T08:26:00,Sunday,8,1,1708,DEV_208,IP_487,wifi,0,0,17.504113,78.054523,0.33,9.83,0.311,0.867,1,0,0,0.873,1,0
EVT002933,STU2933,CS501,S013,2026-02-16T00:32:00,Monday,0,12,4117,DEV_780,IP_621,wifi,0,0,17.312081,78.634076,0.99,6.0,0.168,0.954,1,0,2,0.842,1,0
EVT002934,STU2934,CS501,S014,2026-02-14T23:03:00,Saturday,23,-2,4121,DEV_089,IP_036,mobile,0,0,17.666648,78.851358,0.54,7.33,0.17,0.82,1,1,2,0.921,0,0
EVT002935,STU2935,CS501,S015,2026-02-12T15:09:00,Thursday,15,10,1720,DEV_007,IP_187,wifi,0,0,17.494598,78.426274,0.28,11.6,0.385,0.933,1,1,2,0.96,1,0
EVT002936,STU2936,CS501,S016,2026-03-18T07:33:00,Wednesday,7,0,1019,DEV_508,IP_583,mobile,0,0,17.854255,78.910055,1.07,6.11,0.395,0.906,1,1,0,0.907,1,0
EVT002937,STU2937,CS501,S017,2026-02-11T06:22:00,Wednesday,6,-4,5565,DEV_241,IP_676,wifi,0,0,17.897937,78.993211,1.79,6.82,0.295,0.952,1,1,1,0.89,0,0
EVT002938,STU2938,CS501,S018,2026-02-03T00:26:00,Tuesday,0,-5,3867,DEV_170,IP_485,wifi,0,0,17.195848,79.162769,1.83,6.24,0.255,0.826,1,1,0,0.88,0,0
EVT002939,STU2939,CS501,S019,2026-02-28T08:51:00,Saturday,8,6,4459,DEV_936,IP_069,wifi,0,0,18.068586,79.041078,1.87,4.43,0.289,0.937,1,0,0,0.836,0,0
EVT002940,STU2940,CS501,S020,2026-02-17T12:14:00,Tuesday,12,-5,3396,DEV_349,IP_363,mobile,0,0,17.742905,78.994521,0.92,9.44,0.384,0.934,1,1,2,0.856,0,0
EVT002941,STU2941,CS501,S021,2026-03-15T19:15:00,Sunday,19,-6,2078,DEV_623,IP_194,mobile,0,0,18.301474,78.44909,0.08,11.05,0.291,0.901,1,1,2,0.889,1,0
EVT002942,STU2942,CS501,S022,2026-02-13T00:27:00,Friday,0,-1,1717,DEV_775,IP_640,ethernet,0,0,17.161229,78.066765,0.67,8.9,0.201,0.929,1,1,0,0.896,0,0
EVT002943,STU2943,CS501,S023,2026-02-13T18:40:00,Friday,18,2,325,DEV_691,IP_273,mobile,1,0,17.943871,79.07277,106.36,236.14,0.593,0.227,0,3,2,0.716,5,1
EVT002944,STU2944,CS501,S024,2026-03-17T12:48:00,Tuesday,12,5,2695,DEV_717,IP_589,ethernet,0,0,18.294755,78.428071,1.78,2.06,0.259,0.875,1,1,2,0.868,0,0
EVT002945,STU2945,CS501,S025,2026-02-11T00:25:00,Wednesday,0,5,1007,DEV_585,IP_410,ethernet,0,0,17.977015,79.127203,0.05,11.45,0.269,0.929,1,1,0,0.886,0,0
EVT002946,STU2946,CS501,S026,2026-02-09T19:52:00,Monday,19,6,5021,DEV_905,IP_164,ethernet,0,1,17.058688,79.206305,0.2,7.77,0.185,0.812,1,1,1,0.842,1,0
EVT002947,STU2947,CS501,S027,2026-02-01T10:44:00,Sunday,10,12,4734,DEV_350,IP_665,wifi,0,1,17.353601,78.659793,0.87,2.96,0.368,0.801,1,1,2,0.834,1,0
EVT002948,STU2948,CS501,S028,2026-02-07T12:45:00,Saturday,12,4,2569,DEV_185,IP_377,wifi,0,0,17.700779,78.738514,0.0,4.67,0.234,0.916,1,1,1,0.986,1,0
EVT002949,STU2949,CS501,S029,2026-02-02T23:45:00,Monday,23,3,2787,DEV_939,IP_069,wifi,0,1,18.385939,78.353837,0.4,10.42,0.241,0.86,1,1,1,0.9,1,0
EVT002950,STU2950,CS501,S030,2026-03-15T09:07:00,Sunday,9,-5,5772,DEV_089,IP_377,mobile,0,0,18.32498,78.026427,0.58,6.47,0.35,0.843,1,0,1,0.938,0,0
EVT002951,STU2951,CS501,S031,2026-03-13T10:45:00,Friday,10,-7,2590,DEV_443,IP_509,wifi,0,0,17.310733,78.459183,0.62,6.82,0.219,0.855,1,1,2,0.882,1,0
EVT002952,STU2952,CS501,S032,2026-03-13T12:00:00,Friday,12,-1,3592,DEV_524,IP_676,mobile,1,0,18.087766,79.235804,0.65,2.21,0.341,0.808,1,0,1,0.944,1,0
EVT002953,STU2953,CS501,S033,2026-02-28T11:32:00,Saturday,11,12,5554,DEV_123,IP_686,ethernet,0,0,17.744297,79.468927,1.7,4.26,0.265,0.846,1,0,2,0.86,0,0
EVT002954,STU2954,CS501,S034,2026-02-19T00:19:00,Thursday,0,6,3262,DEV_516,IP_210,wifi,1,0,18.325273,78.678819,1.38,9.44,0.314,0.848,1,0,0,0.875,1,0
EVT002955,STU2955,CS501,S035,2026-02-16T13:50:00,Monday,13,20,202,DEV_620,IP_644,mobile,1,1,17.30151,79.392862,134.54,471.24,0.678,0.314,0,1,12,0.589,8,1
EVT002956,STU2956,CS501,S036,2026-03-15T21:32:00,Sunday,21,7,2151,DEV_522,IP_664,mobile,0,0,17.916803,78.650249,1.75,11.37,0.223,0.846,1,1,0,0.89,1,0
EVT002957,STU2957,CS501,S037,2026-03-03T08:55:00,Tuesday,8,8,2423,DEV_832,IP_097,mobile,0,0,17.00175,78.961472,1.42,0.06,0.349,0.925,1,0,0,0.844,0,0
EVT002958,STU2958,CS501,S038,2026-02-20T08:30:00,Friday,8,8,1888,DEV_364,IP_433,wifi,0,0,18.462008,79.108525,0.59,7.23,0.31,0.96,1,1,0,0.875,1,0
EVT002959,STU2959,CS501,S039,2026-03-09T14:40:00,Monday,14,2,5677,DEV_728,IP_414,wifi,0,0,17.460274,78.126944,0.3,0.35,0.26,0.965,1,0,2,0.903,1,0
EVT002960,STU2960,CS501,S040,2026-02-01T20:46:00,Sunday,20,5,4033,DEV_816,IP_045,mobile,1,0,17.852681,78.286846,1.23,7.45,0.206,0.934,1,1,2,0.928,1,0
EVT002961,STU2961,CS501,S001,2026-03-10T10:03:00,Tuesday,10,0,3239,DEV_218,IP_026,ethernet,0,0,17.208461,78.351534,1.47,9.82,0.39,0.934,1,0,0,0.829,1,0
EVT002962,STU2962,CS501,S002,2026-02-25T09:53:00,Wednesday,9,4,5596,DEV_047,IP_210,wifi,0,0,17.557542,78.830174,1.64,8.33,0.193,0.911,1,0,1,0.847,0,0
EVT002963,STU2963,CS501,S003,2026-02-11T12:07:00,Wednesday,12,10,5956,DEV_555,IP_678,mobile,0,1,17.902419,78.658507,1.4,11.49,0.31,0.988,1,1,2,0.905,0,0
EVT002964,STU2964,CS501,S004,2026-02-22T15:56:00,Sunday,15,7,5270,DEV_262,IP_267,ethernet,0,0,17.565204,78.689264,0.02,6.62,0.23,0.807,1,1,1,0.879,1,0
EVT002965,STU2965,CS501,S005,2026-02-10T09:13:00,Tuesday,9,20,159,DEV_602,IP_518,ethernet,0,1,17.658564,78.075538,16.53,487.74,0.839,0.451,0,3,11,0.696,3,1
EVT002966,STU2966,CS501,S006,2026-03-11T17:44:00,Wednesday,17,-5,1415,DEV_773,IP_078,ethernet,0,0,18.440147,78.657021,1.04,2.85,0.315,0.903,1,1,0,0.924,0,0
EVT002967,STU2967,CS501,S007,2026-02-20T01:03:00,Friday,1,-1,1073,DEV_452,IP_100,ethernet,0,0,17.249138,78.837674,2.0,9.04,0.227,0.981,1,0,1,0.871,0,0
EVT002968,STU2968,CS501,S008,2026-03-02T23:04:00,Monday,23,-3,5160,DEV_829,IP_184,mobile,0,0,18.2463,78.779438,0.53,11.11,0.351,0.866,1,1,2,0.858,1,0
EVT002969,STU2969,CS501,S009,2026-02-25T07:47:00,Wednesday,7,-4,4404,DEV_039,IP_249,mobile,0,0,17.616385,78.238104,0.21,5.88,0.395,0.935,1,1,2,0.94,0,0
EVT002970,STU2970,CS501,S010,2026-02-20T05:37:00,Friday,5,3,5823,DEV_323,IP_505,ethernet,0,0,17.109907,79.198428,0.26,11.17,0.351,0.824,1,1,0,0.964,0,0
EVT002971,STU2971,CS501,S011,2026-02-20T02:19:00,Friday,2,1,4453,DEV_853,IP_619,ethernet,0,0,17.151501,78.507651,1.61,1.28,0.206,0.924,1,0,0,0.96,0,0
EVT002972,STU2972,CS501,S012,2026-03-08T12:37:00,Sunday,12,3,1889,DEV_785,IP_380,wifi,0,0,18.334995,78.95077,1.05,10.99,0.358,0.791,1,1,1,0.828,0,0
EVT002973,STU2973,CS501,S013,2026-02-28T07:40:00,Saturday,7,9,2235,DEV_409,IP_508,mobile,0,1,17.592818,78.214289,1.57,11.54,0.289,0.958,1,0,1,0.897,0,0
EVT002974,STU2974,CS501,S014,2026-02-05T16:51:00,Thursday,16,11,2375,DEV_865,IP_545,wifi,0,0,17.460758,79.004241,1.11,3.3,0.272,0.942,1,1,0,0.918,0,0
EVT002975,STU2975,CS501,S015,2026-02-21T13:33:00,Saturday,13,4,1626,DEV_097,IP_221,wifi,1,0,18.056457,79.045868,1.48,3.07,0.216,0.78,1,0,0,1.0,0,0
EVT002976,STU2976,CS501,S016,2026-03-11T12:57:00,Wednesday,12,2,1656,DEV_151,IP_336,ethernet,0,0,17.619048,78.450483,0.47,3.29,0.231,0.86,1,1,2,0.933,1,0
EVT002977,STU2977,CS501,S017,2026-03-15T19:02:00,Sunday,19,-7,1074,DEV_634,IP_373,wifi,0,0,17.99993,78.297162,0.84,8.64,0.306,0.832,1,1,0,0.831,0,0
EVT002978,STU2978,CS501,S018,2026-02-03T08:49:00,Tuesday,8,7,4086,DEV_319,IP_552,ethernet,0,1,18.367507,79.19387,0.01,8.43,0.186,0.924,1,1,2,0.952,1,0
EVT002979,STU2979,CS501,S019,2026-03-17T16:44:00,Tuesday,16,28,501,DEV_232,IP_288,mobile,1,1,18.345174,78.083629,77.07,590.83,0.478,0.248,0,4,11,0.607,4,1
EVT002980,STU2980,CS501,S020,2026-02-18T05:00:00,Wednesday,5,2,4983,DEV_418,IP_008,ethernet,0,0,18.452832,78.87632,1.58,9.37,0.258,0.821,1,1,0,0.825,0,0
EVT002981,STU2981,CS501,S021,2026-03-15T07:25:00,Sunday,7,-4,4808,DEV_249,IP_449,wifi,0,0,17.149805,78.818318,0.39,10.73,0.167,0.872,1,1,1,0.998,1,0
EVT002982,STU2982,CS501,S022,2026-02-17T21:30:00,Tuesday,21,11,2665,DEV_711,IP_468,wifi,0,0,18.240441,79.206043,0.5,8.64,0.34,0.791,1,1,1,0.827,1,0
EVT002983,STU2983,CS501,S023,2026-03-11T05:26:00,Wednesday,5,5,3738,DEV_086,IP_122,wifi,0,0,17.058472,78.741223,0.56,8.17,0.236,0.862,1,1,0,0.88,0,0
EVT002984,STU2984,CS501,S024,2026-02-06T03:12:00,Friday,3,-7,3665,DEV_141,IP_354,mobile,0,0,17.631545,78.524159,0.38,4.41,0.261,0.913,1,0,1,0.853,1,0
EVT002985,STU2985,CS501,S025,2026-03-05T18:03:00,Thursday,18,0,2436,DEV_770,IP_011,mobile,0,0,17.306232,79.430607,1.6,6.16,0.222,0.79,1,1,0,0.911,0,0
EVT002986,STU2986,CS501,S026,2026-02-08T16:54:00,Sunday,16,8,5325,DEV_010,IP_579,wifi,0,0,17.420853,78.071159,1.74,8.29,0.161,0.93,1,0,2,0.918,0,0
EVT002987,STU2987,CS501,S027,2026-02-23T16:11:00,Monday,16,6,3723,DEV_341,IP_001,wifi,0,0,18.251137,78.675156,1.84,7.88,0.319,0.783,1,1,0,0.978,1,0
EVT002988,STU2988,CS501,S028,2026-02-23T14:30:00,Monday,14,-3,626,DEV_797,IP_610,ethernet,1,1,18.365591,78.774505,98.05,346.92,0.691,0.203,0,4,5,0.608,3,1
EVT002989,STU2989,CS501,S029,2026-02-10T03:42:00,Tuesday,3,6,3084,DEV_688,IP_487,wifi,0,0,17.683125,79.064052,0.76,4.9,0.378,0.867,1,1,2,0.855,1,0
EVT002990,STU2990,CS501,S030,2026-02-15T20:38:00,Sunday,20,6,5573,DEV_948,IP_553,ethernet,0,0,18.093345,79.007423,1.58,8.27,0.309,0.855,1,1,2,0.917,1,0
EVT002991,STU2991,CS501,S031,2026-02-13T10:12:00,Friday,10,3,265,DEV_042,IP_330,mobile,1,1,17.244555,78.442938,66.69,583.79,0.464,0.217,0,5,9,0.585,7,1
EVT002992,STU2992,CS501,S032,2026-03-10T20:00:00,Tuesday,20,10,5296,DEV_943,IP_591,wifi,0,0,17.788337,78.093354,0.77,6.2,0.302,0.857,1,0,0,0.861,0,0
EVT002993,STU2993,CS501,S033,2026-03-15T06:55:00,Sunday,6,-5,3347,DEV_559,IP_680,wifi,0,1,18.403413,78.465993,0.48,10.04,0.356,0.946,1,1,0,0.919,0,0
EVT002994,STU2994,CS501,S034,2026-02-14T16:59:00,Saturday,16,2,4789,DEV_938,IP_233,wifi,0,0,17.071136,78.991267,0.39,4.29,0.266,0.938,1,0,1,0.939,1,0
EVT002995,STU2995,CS501,S035,2026-02-01T21:34:00,Sunday,21,3,3330,DEV_887,IP_609,mobile,0,0,17.443873,78.901965,0.57,10.83,0.391,0.818,1,0,2,0.989,0,0
EVT002996,STU2996,CS501,S036,2026-02-26T22:59:00,Thursday,22,8,4672,DEV_407,IP_457,mobile,0,0,17.102224,78.028785,0.11,10.83,0.296,0.781,1,0,2,0.977,1,0
EVT002997,STU2997,CS501,S037,2026-02-27T12:15:00,Friday,12,-5,1224,DEV_146,IP_540,wifi,0,0,17.519674,79.137158,0.81,11.63,0.236,0.926,1,0,0,0.83,0,0
EVT002998,STU2998,CS501,S038,2026-03-12T13:13:00,Thursday,13,3,3960,DEV_745,IP_460,wifi,1,0,17.745311,78.650707,1.53,3.57,0.178,0.87,1,1,2,0.863,1,0
EVT002999,STU2999,CS501,S039,2026-03-09T20:56:00,Monday,20,-2,1078,DEV_121,IP_233,ethernet,0,0,17.717163,78.588628,1.08,2.15,0.381,0.825,1,0,1,0.855,0,0
EVT003000,STU3000,CS501,S040,2026-03-07T02:18:00,Saturday,2,24,190,DEV_939,IP_375,mobile,1,0,17.7373,78.917002,28.15,524.35,0.658,0.474,0,2,5,0.709,9,1
EVT003001,STU3001,CS501,S001,2026-02-13T16:58:00,Friday,16,5,5367,DEV_909,IP_499,mobile,0,0,17.538503,79.302336,0.55,11.61,0.23,0.839,1,1,2,0.996,0,0
EVT003002,STU3002,CS501,S002,2026-03-15T22:36:00,Sunday,22,4,5238,DEV_272,IP_396,ethernet,0,0,18.022136,79.271191,1.1,4.73,0.232,0.798,1,0,1,0.845,0,0
EVT003003,STU3003,CS501,S003,2026-03-01T10:50:00,Sunday,10,4,1647,DEV_247,IP_266,ethernet,0,0,17.101939,78.426973,1.33,5.89,0.372,0.849,1,0,2,0.904,1,0
EVT003004,STU3004,CS501,S004,2026-03-14T10:31:00,Saturday,10,8,4515,DEV_874,IP_184,mobile,0,0,17.729677,78.852786,1.56,7.01,0.318,0.796,1,0,0,0.832,1,0
EVT003005,STU3005,CS501,S005,2026-02-20T09:45:00,Friday,9,6,5318,DEV_681,IP_333,mobile,0,0,17.802482,78.444043,0.76,8.01,0.348,0.933,1,0,0,0.879,0,0
EVT003006,STU3006,CS501,S006,2026-02-09T08:37:00,Monday,8,-5,4219,DEV_066,IP_301,wifi,0,0,18.014987,78.350163,0.66,6.38,0.257,0.847,1,0,1,0.862,0,0
EVT003007,STU3007,CS501,S007,2026-02-25T02:21:00,Wednesday,2,12,5010,DEV_448,IP_420,wifi,0,0,18.175002,78.153727,0.09,8.98,0.336,0.919,1,1,1,0.962,1,0
EVT003008,STU3008,CS501,S008,2026-02-02T00:22:00,Monday,0,4,5542,DEV_756,IP_137,mobile,0,0,18.492336,79.435207,0.07,11.95,0.356,0.85,1,0,0,0.89,0,0
EVT003009,STU3009,CS501,S009,2026-02-18T09:34:00,Wednesday,9,12,3859,DEV_836,IP_185,wifi,0,0,18.197166,78.694688,1.93,11.62,0.207,0.847,1,1,2,0.863,0,0
EVT003010,STU3010,CS501,S010,2026-02-07T00:48:00,Saturday,0,0,513,DEV_836,IP_341,mobile,1,1,17.669973,78.728833,106.57,438.5,0.471,0.524,1,5,6,0.627,7,1
EVT003011,STU3011,CS501,S011,2026-02-14T13:52:00,Saturday,13,-1,2126,DEV_426,IP_400,ethernet,0,0,18.217655,79.488643,1.21,2.26,0.399,0.928,1,0,2,0.963,0,0
EVT003012,STU3012,CS501,S012,2026-03-01T18:13:00,Sunday,18,4,5713,DEV_914,IP_324,ethernet,0,1,17.409315,78.502355,0.54,7.21,0.355,0.884,1,0,2,0.996,1,0
EVT003013,STU3013,CS501,S013,2026-02-07T19:44:00,Saturday,19,-1,4719,DEV_833,IP_029,ethernet,1,0,17.445375,78.786687,1.83,4.71,0.306,0.838,1,0,2,0.831,1,0
EVT003014,STU3014,CS501,S014,2026-03-17T16:28:00,Tuesday,16,21,151,DEV_275,IP_275,mobile,0,1,17.58326,79.438265,61.52,690.03,0.651,0.439,0,5,11,0.671,4,1
EVT003015,STU3015,CS501,S015,2026-02-12T09:53:00,Thursday,9,28,701,DEV_604,IP_529,wifi,1,1,18.028151,78.214858,130.61,424.39,0.519,0.338,0,2,12,0.677,2,1
EVT003016,STU3016,CS501,S016,2026-02-03T02:34:00,Tuesday,2,-5,3695,DEV_733,IP_398,ethernet,0,0,17.497868,79.494367,1.29,6.09,0.179,0.86,1,1,0,0.878,0,0
